item_id,number_of_observations,observed_mean_confidence,raw_effect,shrinkage_weight,item_random_effect,predicted_group_mean
1,70,76.21428571428571,0.47790032275213434,0.744398235738973,0.35574815711577457,76.09213354864934
10,70,71.88571428571429,-3.8506711058192877,0.744398235738973,-2.866432777582918,72.86995261395066
100,71,75.2394366197183,-0.4969487718152692,0.7470877702761621,-0.37126434987694673,75.36512104165662
101,71,82.46478873239437,6.728403340860794,0.7470877702761621,5.026707849442371,80.76309324097595
102,71,75.02816901408451,-0.7082163774490624,0.7470877702761621,-0.5290997943014809,75.20728559723209
103,70,71.92857142857143,-3.8078139629621433,0.744398235738973,-2.8345299960512467,72.90185539548233
104,70,74.87142857142857,-0.8649568201050073,0.744398235738973,-0.6438723308765597,75.09251306065701
105,71,76.14084507042253,0.40445967888895495,0.7470877702761621,0.3021668796677619,76.03855227120134
106,71,75.77464788732394,0.038262495790363005,0.7470877702761621,0.028585442665223337,75.76497083419879
107,70,72.82857142857142,-2.9078139629621518,0.744398235738973,-2.164571583886177,73.5718138076474
108,70,71.4,-4.336385391533568,0.744398235738973,-3.2279976349418438,72.50838775659173
109,70,71.37142857142857,-4.364956820105007,0.744398235738973,-3.249266155962965,72.4871192355706
11,70,81.22857142857143,5.492186037037854,0.744398235738973,4.0883735963212,79.82475898785478
110,71,71.85915492957747,-3.8772304619561027,0.7470877702761621,-2.8966314606695986,72.83975393086398
111,71,79.91549295774648,4.179107566212906,0.7470877702761621,3.1221601533862384,78.8585455449198
112,71,76.36619718309859,0.6298117915650181,0.7470877702761621,0.47052468705394435,76.20691007858751
113,71,81.22535211267606,5.488966721142489,0.7470877702761621,4.100739908818399,79.83712530035197
114,71,76.02816901408451,0.2917836225509376,0.7470877702761621,0.21798797597468125,75.95437336750825
115,71,83.04225352112677,7.305868129593193,0.7470877702761621,5.458124730869454,81.19451012240303
116,71,83.63380281690141,7.897417425367834,0.7470877702761621,5.900063975258164,81.63644936679174
117,70,75.22857142857143,-0.5078139629621461,0.744398235738973,-0.37801581811263774,75.35836957342093
118,70,74.78571428571429,-0.950671105819282,0.744398235738973,-0.7076778939398921,75.02870749759369
119,70,64.78571428571429,-10.950671105819282,0.744398235738973,-8.151660251329622,67.58472514020396
12,70,76.75714285714285,1.0207574656092788,0.744398235738973,0.7598500565169326,76.49623544805051
120,71,75.84507042253522,0.10868503100164162,0.7470877702761621,0.081197257473412,75.81758264900698
121,71,76.45070422535211,0.7143188338185382,0.7470877702761621,0.5336588648237601,76.27004425635734
122,70,69.05714285714286,-6.67924253439071,0.744398235738973,-4.972016358673151,70.76436903286043
123,71,75.45070422535211,-0.2856811661814618,0.7470877702761621,-0.213428905452402,75.52295648608117
124,71,77.07042253521126,1.3340371436776906,0.7470877702761621,0.996642835135746,76.73302822666932
125,71,71.05633802816901,-4.680047363364565,0.7470877702761621,-3.4964061494828647,72.23997924205071
126,70,73.84285714285714,-1.8935282486764322,0.744398235738973,-1.4095390876366436,74.32684630389693
