subject_id,number_of_observations,observed_mean_confidence,raw_effect,shrinkage_weight,subject_random_effect,predicted_group_mean
63873,64,99.328125,23.591739608466426,0.9782872935992485,23.079499092864815,98.8158844843984
63884,64,68.03125,-7.705135391533574,0.9782872935992485,-7.537836048999166,68.1985493425344
63885,64,92.6875,16.951114608466426,0.9782872935992485,16.583060033807303,92.31944542534087
63954,64,51.25,-24.486385391533574,0.9782872935992485,-23.954719694711553,51.78166569682202
63969,64,88.5625,12.826114608466426,0.9782872935992485,12.547624947710405,88.28401033924398
63977,64,91.171875,15.435489608466426,0.9782872935992485,15.100343354445943,90.83672874597951
63978,64,91.1875,15.451114608466426,0.9782872935992485,15.115629093408431,90.852014484942
64012,64,72.5625,-3.173885391533574,0.9782872935992485,-3.104971749877571,72.631413641656
64037,64,67.734375,-8.002010391533574,0.9782872935992485,-7.828265089286442,67.90812030224713
64038,64,69.625,-6.111385391533574,0.9782872935992485,-5.978690674825364,69.75769471670822
64039,64,70.828125,-4.908260391533574,0.9782872935992485,-4.801688774713767,70.9346966168198
64065,64,50.796875,-24.939510391533574,0.9782872935992485,-24.398006124623713,51.33837926690986
64066,64,86.671875,10.935489608466426,0.9782872935992485,10.698050533249326,86.4344359247829
64105,64,59.984375,-15.752010391533574,0.9782872935992485,-15.409991614680619,60.32639377685295
64116,64,70.46875,-5.267635391533574,0.9782872935992485,-5.153260770850998,70.58312462068258
64123,64,71.453125,-4.283260391533574,0.9782872935992485,-4.190259216214238,71.54612617531933
64159,64,64.015625,-11.720760391533574,0.9782872935992485,-11.466270962358648,64.27011442917492
64189,64,65.71875,-10.017635391533574,0.9782872935992485,-9.800125415447427,65.93625997608615
64222,64,59.375,-16.361385391533574,0.9782872935992485,-16.00613543421766,59.73024995731591
64258,64,49.78125,-25.955135391533574,0.9782872935992485,-25.39157915718545,50.34480623434813
64270,64,62.484375,-13.252010391533574,0.9782872935992485,-12.964273380682497,62.772112010851075
64312,64,67.546875,-8.189510391533574,0.9782872935992485,-8.011693956836302,67.72469143469728
64363,64,98.234375,22.497989608466426,0.9782872935992485,22.009497365490635,97.7458827570242
64369,64,97.828125,22.091739608466426,0.9782872935992485,21.61206815246594,97.34845354399951
64386,64,58.09375,-17.642635391533574,0.9782872935992485,-17.2595660291417,58.47681936239188
64388,64,61.453125,-14.283260391533574,0.9782872935992485,-13.973132152206722,61.76325323932685
64392,64,50.328125,-25.408260391533574,0.9782872935992485,-24.856578293498362,50.879807098035215
64438,64,68.90625,-6.830135391533574,0.9782872935992485,-6.681834667099824,69.05455072443375
64450,64,88.484375,12.747989608466426,0.9782872935992485,12.471196252897963,88.20758164443154
64615,64,92.34375,16.607364608466426,0.9782872935992485,16.246773776632562,91.98315916816614
64652,64,86.78125,11.044864608466426,0.9782872935992485,10.805050705986742,86.54143609752032
64685,64,79.546875,3.810489608466426,0.9782872935992485,3.72775356635468,79.46413895788825
64695,64,62.734375,-13.002010391533574,0.9782872935992485,-12.719701557282685,63.01668383425089
64707,64,92.421875,16.685489608466426,0.9782872935992485,16.323202471445004,92.05958786297857
64708,64,99.578125,23.841739608466426,0.9782872935992485,23.324070916264628,99.0604563077982
64776,64,74.6875,-1.0488853915335739,0.9782872935992485,-1.026111250979168,74.7102741405544
64793,64,89.109375,13.372989608466426,0.9782872935992485,13.082625811397493,88.81901120293107
64806,64,97.828125,22.091739608466426,0.9782872935992485,21.61206815246594,97.34845354399951
64843,64,94.5,18.763614608466426,0.9782872935992485,18.356205753455942,94.09259114498951
64869,64,66.703125,-9.033260391533574,0.9782872935992485,-8.837123860810667,66.89926153072291
64871,64,61.90625,-13.830135391533574,0.9782872935992485,-13.529845722294564,62.20653966923901
64882,64,79.359375,3.622989608466426,0.9782872935992485,3.544324698804821,79.28071009033839
64888,64,85.125,9.388614608466426,0.9782872935992485,9.184762375962988,84.92114776749656
64890,64,63.203125,-12.533260391533574,0.9782872935992485,-12.261129388408037,63.47525600312554
64919,64,71.046875,-4.689510391533574,0.9782872935992485,-4.587688429238932,71.14869696229464
64923,64,77.078125,1.3417396084664261,0.9782872935992485,1.3126068102815354,77.04899220181511
64926,64,71.46875,-4.267635391533574,0.9782872935992485,-4.174973477251749,71.56141191428182
64939,64,62.84375,-12.892635391533574,0.9782872935992485,-12.612701384545268,63.123684006988306
64947,64,66.375,-9.361385391533574,0.9782872935992485,-9.15812437902292,66.57826101251065
64973,64,67.421875,-8.314510391533574,0.9782872935992485,-8.133979868536208,67.60240552299737
64976,64,59.421875,-16.314510391533574,0.9782872935992485,-15.960278217330195,59.776107174203375
65018,64,34.53125,-41.205135391533574,0.9782872935992485,-40.31046038457399,35.42592500695958
65021,64,85.0,9.263614608466426,0.9782872935992485,9.062476464263082,84.79886185579666
65028,64,56.03125,-19.705135391533574,0.9782872935992485,-19.277283572190147,56.45910181934343
65048,64,74.875,-0.8613853915335739,0.9782872935992485,-0.842682383429309,74.89370300810427
65063,64,98.03125,22.294864608466426,0.9782872935992485,21.810782758978288,97.54716815051187
65065,64,67.125,-8.611385391533574,0.9782872935992485,-8.424408908823485,67.3119764827101
65071,64,71.265625,-4.470760391533574,0.9782872935992485,-4.373688083764097,71.36269730776948
65079,64,55.65625,-20.080135391533574,0.9782872935992485,-19.644141307289864,56.09224408424371
65080,64,84.984375,9.247989608466426,0.9782872935992485,9.047190725300593,84.78357611683417
65088,64,90.328125,14.591739608466426,0.9782872935992485,14.274913450471578,90.01129884200515
65112,64,78.046875,2.310489608466426,0.9782872935992485,2.260322625955807,77.99670801748938
65163,64,75.265625,-0.47076039153357385,0.9782872935992485,-0.4605389093671025,75.27584648216647
65222,64,59.28125,-16.455135391533574,0.9782872935992485,-16.09784986799259,59.63853552354098
65278,64,85.34375,9.607364608466426,0.9782872935992485,9.398762721437823,85.1351481129714
65305,64,84.8125,9.076114608466426,0.9782872935992485,8.879047596713223,84.6154329882468
65322,64,76.390625,0.6542396084664261,0.9782872935992485,0.640034295932052,76.37641968746563
65323,64,67.609375,-8.127010391533574,0.9782872935992485,-7.950551000986349,67.78583439054722
65466,64,100.0,24.263614608466426,0.9782872935992485,23.736785868251808,99.47317125978537
65502,64,67.5,-8.236385391533574,0.9782872935992485,-8.057551173723766,67.67883421780981
65554,64,93.75,18.013614608466426,0.9782872935992485,17.622490283256507,93.35887567479008
65585,64,70.46875,-5.267635391533574,0.9782872935992485,-5.153260770850998,70.58312462068258
65909,64,60.484375,-15.252010391533574,0.9782872935992485,-14.920847967880995,60.81553742365258
65973,64,61.21875,-14.517635391533574,0.9782872935992485,-14.202418236644046,61.533967154889524
65995,64,89.859375,14.122989608466426,0.9782872935992485,13.81634128159693,89.55272667313051
66020,64,72.875,-2.861385391533574,0.9782872935992485,-2.799256970627806,72.93712842090576
66022,64,53.34375,-22.392635391533574,0.9782872935992485,-21.90643067373813,53.829954717795445
66036,64,95.640625,19.904239608466426,0.9782872935992485,19.472064697717585,95.20845008925116
66050,64,61.4375,-14.298885391533574,0.9782872935992485,-13.98841789116921,61.74796750036437
66057,64,75.1875,-0.5488853915335739,0.9782872935992485,-0.5369676041795438,75.19941778735404
66073,64,87.4375,11.701114608466426,0.9782872935992485,11.44705174241125,87.18343713394482
66085,64,85.8125,10.076114608466426,0.9782872935992485,9.85733489031247,85.59372028184605
66087,64,64.078125,-11.658260391533574,0.9782872935992485,-11.405128006508695,64.33125738502488
66089,64,62.78125,-12.955135391533574,0.9782872935992485,-12.67384434039522,63.06254105113835
66121,64,70.921875,-4.814510391533574,0.9782872935992485,-4.709974340938838,71.02641105059473
66151,64,62.796875,-12.939510391533574,0.9782872935992485,-12.658558601432732,63.07782679010084
66157,64,41.015625,-34.720760391533574,0.9782872935992485,-33.96687871514136,41.76950667639221
66201,64,68.25,-7.486385391533574,0.9782872935992485,-7.32383570352433,68.41254968800925
66206,64,79.453125,3.716739608466426,0.9782872935992485,3.6360391325797505,79.37242452411333
66275,64,78.46875,2.732364608466426,0.9782872935992485,2.6730375779429902,78.40942296947657
66305,64,95.28125,19.544864608466426,0.9782872935992485,19.120492701580357,94.85687809311393
66312,64,64.71875,-11.017635391533574,0.9782872935992485,-10.778412709046677,64.9579726824869
66314,64,53.9375,-21.798885391533574,0.9782872935992485,-21.325572593163574,54.41081279837
66373,64,76.515625,0.7792396084664261,0.9782872935992485,0.7623202076319581,76.49870559916553
66420,64,69.84375,-5.892635391533574,0.9782872935992485,-5.764690329350528,69.97169506218304
66520,64,98.125,22.388614608466426,0.9782872935992485,21.90249719275322,97.63888258428679
67013,64,75.265625,-0.47076039153357385,0.9782872935992485,-0.4605389093671025,75.27584648216647
67024,64,92.484375,16.747989608466426,0.9782872935992485,16.384345427294956,92.12073081882853
67026,64,79.671875,3.935489608466426,0.9782872935992485,3.850039478054586,79.58642486958816
67038,64,74.390625,-1.3457603915335739,0.9782872935992485,-1.316540291266445,74.41984510026712
67058,64,99.5625,23.826114608466426,0.9782872935992485,23.308785177302138,99.04517056883572
67100,64,81.4375,5.701114608466426,0.9782872935992485,5.57732798081576,81.31371337234933
67105,64,71.046875,-4.689510391533574,0.9782872935992485,-4.587688429238932,71.14869696229464
67144,64,86.28125,10.544864608466426,0.9782872935992485,10.315907059187118,86.0522924507207
67179,64,73.71875,-2.017635391533574,0.9782872935992485,-1.97382706665344,73.76255832488013
67180,64,65.6875,-10.048885391533574,0.9782872935992485,-9.830696893372405,65.90568849816117
67186,64,83.515625,7.779239608466426,0.9782872935992485,7.610331262826698,83.34671665436028
67194,64,47.28125,-28.455135391533574,0.9782872935992485,-27.837297391183572,47.899088000350005
67212,64,96.890625,21.154239608466426,0.9782872935992485,20.694923814716645,96.43130920625022
67245,64,74.484375,-1.2520103915335739,0.9782872935992485,-1.2248258574915154,74.51155953404206
67311,64,91.078125,15.341739608466426,0.9782872935992485,15.008628920671015,90.74501431220459
67323,64,64.453125,-11.283260391533574,0.9782872935992485,-11.038270271408976,64.6981151201246
67339,64,65.0,-10.736385391533574,0.9782872935992485,-10.503269407721888,65.23311598381169
67424,64,100.0,24.263614608466426,0.9782872935992485,23.736785868251808,99.47317125978537
67454,64,71.34375,-4.392635391533574,0.9782872935992485,-4.297259388951655,71.43912600258192
